road_type_score,avg_speed_kmh,turn_count,elevation_gain_m,weather_score,time_of_day_score,distance_km,sharp_turn_count,u_turn_count,intersection_count,signal_count,roundabout_count,lane_change_count,traffic_density_score,comfort_score
0.85,55.032252434595115,61,76.44534538942852,0.5218153230513606,0.95,8.588290867073344,17,2,74,36,5,9,0.7889449720555148,47.84259136128309
0.85,42.17619955845132,0,233.8944617243901,0.15257445867360986,0.95,47.18183714563393,9,2,13,6,2,1,0.7490847055850982,65.9785601339101
0.7,34.96840613208812,41,76.78609957497908,0.7586875546482741,0.4,30.047193570542063,11,1,54,17,1,8,0.6105577669838911,47.39497892565122
0.55,67.85218451458742,0,45.09346538032889,0.6653914717661469,0.75,5.26279530449137,2,2,10,4,3,4,0.5362083705700114,76.49709204846089
0.85,72.35210787669179,53,104.9426246061583,0.2971308129551443,0.75,11.673397004935977,5,0,64,31,7,5,0.725727794452274,56.83582680786533
0.85,88.38708398762883,46,179.32322675126488,0.11696028104036538,0.75,30.931387225732358,19,4,46,14,0,3,0.22594665627197996,43.964683813965976
0.7,40.810067421489165,38,42.6005456413194,0.8312206628073886,0.75,17.56752367437537,4,3,42,9,2,1,0.2605516606447415,52.45966349713794
0.85,79.2795076647027,29,194.42613363253687,0.674252479284851,0.75,27.075009501405557,7,3,35,16,6,2,0.6584694037052041,59.319396832711085
0.7,60.522024177040414,6,258.9203988760473,0.006819945002552785,0.4,40.17609028322214,17,2,20,6,1,2,0.3682229925930891,51.03229732065888
0.85,89.45528416102712,21,87.94215307742115,0.6278717809361053,0.4,39.8374739036401,15,1,25,12,4,9,0.8198271961702541,67.3617116311917
0.55,57.503089746605866,49,135.06198483453585,0.8102960276963459,0.4,35.201353395170074,13,2,53,19,3,7,0.8178911796841841,48.05634710194426
1.0,56.58668455581705,44,68.49312768755344,0.5907680595764828,0.75,44.416661000369324,5,0,55,11,4,7,0.7679696644941767,67.17860128568555
0.7,62.00893732968182,73,108.37851872111847,0.42471367667671966,0.4,10.768673887316917,10,1,77,26,5,5,0.9228821485149872,46.08852787655178
0.7,77.4383819628191,71,6.5911712407522245,0.583918378542315,0.95,9.684832938999694,5,4,75,31,6,9,0.31266795052479124,51.96648669564551
0.55,96.82214309456148,9,286.1308188638481,0.6197120567473473,0.75,40.168126296418095,4,0,21,4,4,7,0.4073922699479215,68.49365322084495
0.55,16.62070187941891,13,124.76706396365853,0.6400346239421308,0.4,16.723577965162967,14,4,23,7,6,2,0.40183941808346435,47.13224924099009
0.85,14.809114215191546,45,236.66103294542407,0.9670450539043636,0.75,26.09693824250995,5,1,49,12,3,6,0.8259109408708194,56.15236420461437
0.7,94.37953036666046,74,42.79303120695289,0.1786477875583583,0.75,37.45365528725774,15,4,74,29,1,4,0.6170757265878258,38.92905551635944
1.0,57.688806296638546,5,243.70651323011964,0.6230931273139058,0.75,20.400685605423043,17,0,16,7,6,8,0.40214063207982875,71.69186609870613
0.35,65.34127131102424,20,258.04419328866027,0.18799331962968446,0.75,7.377952709516455,0,0,25,9,4,8,0.30914171345737596,51.554705029218965
0.7,53.418124143525596,61,214.64313860630375,0.2099567202490118,0.4,34.29340288757729,2,2,71,29,1,4,0.9144130677317226,45.52697322680709
0.7,18.429170734672702,18,270.96249749502164,0.6692578837073668,0.75,41.04080995554991,19,1,28,8,7,5,0.7537032373769563,46.78429868533093
0.35,79.12804405767999,61,50.15913884044091,0.9159540849719828,0.75,1.6270668954625898,2,3,72,26,4,0,0.6228199932955112,53.11503075615693
0.55,77.25021805797282,52,142.944548636586,0.1590442470992416,0.75,28.56505369368949,6,3,64,23,2,3,0.972376694013318,47.265868289879904
0.7,38.05329893435308,23,186.03285960484718,0.9624655337564261,0.95,24.00084952748062,13,4,28,11,6,0,0.8796727597206728,57.84928591790042
0.7,37.56153207055604,55,178.8578912092462,0.319372326016229,0.95,13.720204319837253,17,3,62,28,5,3,0.3424971005871804,34.09585977521332
0.7,85.40572428149666,61,258.31228035788945,0.3913140434568001,0.95,8.890399788876481,14,3,74,29,3,0,0.6065044750023301,46.894462158069835
0.85,16.512153196719396,33,64.70741039186571,0.15368082393883753,0.4,10.213828253264401,12,0,37,18,0,9,0.588862921271292,42.23163491953941
0.85,89.29946335209092,21,52.69314976165992,0.6158361058516504,0.75,36.52368602701084,18,0,22,9,3,3,0.8754291366904072,73.66754424102362
0.35,33.0995520906323,67,76.01357845738544,0.5964204946239673,0.95,27.273561573037366,1,0,79,18,4,5,0.3192704571550362,43.34031753811127
0.7,63.36862729799445,56,267.4650148238612,0.4422697431026492,0.75,49.076564685412336,6,3,62,21,4,8,0.5614289899654211,46.19868929268549
1.0,94.23947611016,9,282.3081247972724,0.47609138988433586,0.4,12.918309114355518,12,4,22,10,5,1,0.7092324426702674,66.94645347257824
0.85,71.03102513829818,65,170.88903128099918,0.6229758757868907,0.75,47.88830466259959,3,1,65,31,6,1,0.9562036917445671,61.16697287662297
0.85,47.298683122033296,7,150.41158037115594,0.5834965349643584,0.4,26.240368407580302,5,2,11,3,2,5,0.91941194793837,72.92190193291775
0.7,72.05807880148737,37,181.6156824037969,0.37426338164841155,0.75,8.155292504800883,17,4,48,20,2,9,0.6270782958751273,41.87261624436969
0.85,40.95816726847332,61,184.8922949540082,0.8841143852998666,0.95,8.260773092265364,18,0,65,21,3,5,0.6853766325039091,48.60010157350178
0.85,34.95325747142675,27,51.091411483048745,0.667660523127356,0.75,30.81983153401773,14,4,38,9,0,2,0.8819210745009287,56.86465890508058
0.85,99.70149501412118,9,205.92326448693908,0.20540633059980873,0.75,41.73971458496273,2,1,11,5,5,1,0.7955106121704116,75.21503148281235
1.0,77.5711208061809,44,135.70533070452768,0.3199029935057274,0.75,37.637864737422206,19,0,45,21,3,2,0.903468487299316,59.825761939701735
0.55,68.02479796436359,64,155.21458765441355,0.7878781017032536,0.95,33.12573978914439,16,1,74,26,0,3,0.916744491465415,49.15628192195067
0.35,41.97606788973869,66,9.094981300546646,0.10452538102009945,0.75,9.433295061923703,15,2,69,14,1,3,0.8660688160232464,37.80050756359867
0.85,14.424474623954335,8,229.3669897593091,0.7502319987242969,0.75,6.3086602827760085,12,4,14,6,4,6,0.20750256791510324,54.55232564152479
1.0,12.795118843164005,4,250.62838838036453,0.35884244114579533,0.75,1.0121531617153994,19,2,13,4,1,3,0.44874709837680005,59.139290421361565
0.55,59.876312990391895,9,185.82646618036398,0.5516910461084356,0.75,5.9878992004628735,7,3,11,2,3,9,0.5228135900277767,67.05707734634319
0.7,78.5829448935146,11,224.6170905889988,0.2805581171728396,0.75,38.551963766685816,13,4,23,5,0,5,0.7423322402426289,59.835918979651325
0.35,58.36412713994696,57,156.81180095163057,0.9864565718204278,0.75,44.867172383462844,3,3,70,17,0,5,0.44548878522237506,43.64309708154531
0.7,85.67065647452031,20,185.50601369356667,0.9058402921423042,0.95,12.777172483915507,6,1,34,13,7,9,0.45884650484988027,68.5975969366286
0.85,13.008387978389948,20,118.37150953897158,0.9284498369442518,0.4,39.94981778205421,9,3,25,7,1,2,0.520162431656418,55.157884121969964
0.85,43.00768687833461,64,237.56227951875377,0.18477551797751668,0.4,10.74358951479107,14,1,70,16,2,8,0.9642668803486283,41.09302010384544
0.7,31.336335205676026,2,140.4812790793478,0.8416900959617651,0.75,13.214312484551874,15,2,14,6,2,9,0.549726277235497,59.218105382872714
0.7,50.254567134140984,68,204.0638713256648,0.5353971010240902,0.75,11.983746625217933,7,0,82,39,5,4,0.31253777844731395,45.54397104659685
0.35,16.513875387471025,63,186.4288135858514,0.7078592002736387,0.75,3.5347655434093936,1,2,64,15,1,9,0.20508464534153897,34.58678140924
0.7,95.87184774139654,48,210.69435551572494,0.21750406674044642,0.95,10.509002136908073,16,3,50,13,2,8,0.38929012889309744,49.61802472853897
0.85,30.092986096242484,71,235.564762537567,0.711984645979216,0.4,19.303623885758157,5,1,79,29,0,9,0.9510487149371882,44.86858959307897
1.0,93.00769979352263,16,153.81404447789853,0.9142672445722961,0.4,20.868016054026217,15,3,16,3,3,5,0.9639940284945372,70.81910319727947
1.0,48.330383953301364,72,243.9197847767006,0.2674813858487999,0.4,16.16385428076496,1,0,79,19,2,5,0.6232010847586176,51.47046964205398
0.35,98.69717199296963,31,149.1771711814827,0.23335985154950656,0.95,26.221538996549477,17,4,31,9,5,8,0.7170906758291755,46.203464119712905
1.0,59.86525451141897,69,286.99029685918106,0.10441454847347775,0.4,19.52191339249135,10,4,71,34,0,9,0.8367344079049099,39.36799578845366
0.85,93.77495777582267,20,225.80152458443828,0.266806675311661,0.75,48.54786766253018,11,4,25,12,5,4,0.24471010016936603,55.671209586825356
0.85,10.481408982480056,6,51.342494923819245,0.5357922618156125,0.75,40.56017226223198,4,3,16,7,6,2,0.4994458392746059,67.4783814852971
0.7,77.34149255628101,6,248.87534140902937,0.8327162914375604,0.75,46.61788995120317,1,4,13,5,3,2,0.713797841998081,79.52738070897772
0.7,91.27455877922638,26,165.47629824199024,0.27880026265763946,0.4,28.313920364422454,17,1,32,13,7,1,0.9186027434963917,58.37732267709199
0.7,22.57485102810587,7,295.3382873921596,0.6211443890693135,0.75,34.23864180734407,5,0,9,3,0,1,0.781463648909066,62.9130639952982
0.55,18.651326655893634,72,215.6457131020582,0.47959069917303987,0.75,9.167142379958523,0,2,83,29,7,5,0.48004917264694313,35.22031439395273
0.55,48.211534646736,27,25.317223971057324,0.2885790406177716,0.95,37.886502104619495,8,1,32,12,6,7,0.9279858547089759,59.03420416967374
0.55,94.03110155196416,78,118.48812828310463,0.5103590811946472,0.95,12.562584447098395,14,0,78,32,6,7,0.7316955586007674,47.947228098923524
0.7,58.814790417139484,65,155.18262080197997,0.16796239639587718,0.75,8.145813458974635,7,2,72,16,6,7,0.864188228882024,47.08072661242107
0.85,57.471081734955895,70,251.70408094794055,0.6395775598485182,0.95,3.0511080882189097,13,4,78,20,4,9,0.5084060334657662,43.83461470718985
0.7,22.70135064693897,46,218.8036602989318,0.11566272118385068,0.4,24.139282230496303,3,2,54,26,6,6,0.201727072599872,31.83446222386802
0.55,10.07105599838969,9,110.80802118349166,0.7309805251432281,0.75,15.052673721838165,6,3,22,6,3,1,0.3329348751948043,52.236978390514004
1.0,82.9126081670915,32,196.02980625078868,0.1777126783855072,0.75,49.34963145917324,19,3,35,9,4,9,0.941741933815605,61.71237503752616
1.0,17.88171066876144,6,173.07327236951377,0.9981591533168718,0.75,13.241880798774838,7,4,9,2,6,1,0.22649922699880998,63.51515340582331
0.85,67.04648368617916,2,37.81578268572206,0.823672594760412,0.4,43.46062073561405,9,4,8,2,2,9,0.6768314079481194,76.41639778863394
1.0,92.31548090636723,13,70.45760789958015,0.3438403038597223,0.75,16.50549968743506,17,1,19,4,5,6,0.5273020054197399,71.95702196756423
0.85,28.77867218425879,43,102.3366938142943,0.4262047722893123,0.4,37.707215763308206,17,1,53,13,2,3,0.5436629459847435,43.57080835539604
1.0,69.87455526132197,45,58.645021909050875,0.25919102110768844,0.75,33.332224193415556,18,3,50,19,0,5,0.5206546793073696,52.028936601716005
0.55,17.08287190367585,60,45.04015374900766,0.7671145611799992,0.75,28.527394178422433,3,0,66,17,1,8,0.2539406627461386,41.54257974569052
0.7,64.33796294538516,35,17.459331039086113,0.380726969957774,0.75,21.42442222925097,12,1,48,18,0,4,0.2978643969403618,52.74019945749829
0.55,24.753854885788247,12,261.930769682679,0.7551855098195357,0.75,33.88414562938506,5,0,12,2,6,9,0.25035147911452205,56.55544835433428
0.55,76.23582044636602,15,86.6830253894561,0.018401554680180565,0.75,20.956639160626068,12,3,23,4,7,3,0.2431262873136258,60.861209262033604
0.55,37.11081653145174,79,87.09618118006985,0.13562095950459574,0.75,27.85691148203867,15,1,92,42,5,2,0.26848848256671665,37.335835106026536
0.85,51.70519079241816,4,61.86844122904663,0.36497433470256857,0.4,29.900285104962478,19,0,16,6,5,6,0.757293753428268,66.47338745262869
0.85,63.94874878248595,37,142.61921155916488,0.10890853339459272,0.4,14.100405781819076,9,0,42,16,5,6,0.29136416017852834,52.53090479456755
0.85,25.41460695996156,49,154.27259037671172,0.6011279922962408,0.75,17.6470873879641,8,1,56,11,4,6,0.40919445256343745,48.93005452251745
0.55,76.74740367558589,37,62.484407587524004,0.05083209853412329,0.95,1.884453114332354,6,4,51,13,5,4,0.725559347084908,53.37582188079588
1.0,37.23763065731331,55,182.57110135909517,0.859762994589343,0.75,42.755790676344425,16,2,67,29,3,9,0.2898125301969171,46.32656119731861
0.85,69.61346739214781,62,216.89998787812473,0.7613079987559824,0.75,38.043174070731105,19,4,66,16,7,7,0.9282049988415872,50.95964936686625
0.7,24.245474562943627,47,112.15202578963557,0.21625647922795244,0.95,9.992992211843196,6,2,58,25,1,1,0.5819873424011592,44.46151069415802
0.85,71.93058932857153,58,175.63550905723162,0.4837919061297178,0.95,18.740374050419376,1,0,64,24,0,3,0.9704459922710693,59.3325318033861
0.7,21.53692655294156,76,150.6905715493339,0.45181307841092055,0.75,21.632404667442394,18,1,78,32,4,0,0.3540085908946199,35.079903781289964
0.7,48.28208466429852,43,58.66451950683065,0.7248646153403777,0.75,17.384555908004316,0,3,52,20,4,5,0.22449950979152045,49.46965494138565
1.0,32.248546636498915,54,219.00329663237335,0.40150890047450893,0.95,40.1138975236984,1,1,54,17,2,5,0.6722251264451807,54.81116469918072
0.7,77.35377244853643,54,240.43590834721422,0.03293529782984572,0.95,36.54561459965878,4,4,60,17,0,2,0.46299070980242707,48.328441066526395
0.7,33.58315040561871,0,194.63793467615028,0.27373585884983864,0.75,38.59077777691858,17,2,4,1,0,0,0.6579124336985045,59.931677928359996
1.0,89.35455757558566,7,97.16880833131539,0.46619580523704207,0.75,45.30237249578331,5,1,7,3,5,4,0.5789201365749889,83.11624018332884
0.85,90.26381902659516,3,278.0377483227904,0.974492216160639,0.75,30.162411539118587,5,2,11,2,6,0,0.5657249336459846,79.34446444829926
0.55,27.679718370050725,52,136.60751639853729,0.8811586669543453,0.75,31.112182122374666,15,4,60,18,5,2,0.8809421074433372,43.09451477804336
0.55,65.24613505069519,57,79.76354561552935,0.18140614400219046,0.95,36.374771862714404,15,4,62,18,4,7,0.3534672031670506,38.34510540239942
0.35,17.894587754796788,36,122.47038624658695,0.723275940490771,0.75,34.380397137883186,2,1,46,16,0,9,0.5997079316863765,42.20413265298329
0.85,45.23833896414663,48,207.62252757246296,0.9368254730147876,0.75,43.62083790154912,2,3,56,13,5,8,0.5328034092759175,52.856764136507216
0.7,74.1989556551145,66,253.77953569777475,0.008792613035258579,0.75,38.739712086382696,3,3,72,34,6,2,0.7390155369418543,47.13100698135682
0.55,69.34809221649246,18,106.97264978486177,0.720945673670826,0.95,6.902472207461617,5,2,25,9,2,8,0.24010613337467648,65.98169373010171
1.0,66.22306024659471,0,69.78733380281241,0.4593334956111573,0.75,46.48957215694155,2,1,10,4,1,6,0.6235363535747238,82.92332046540496
0.85,35.42867772961992,28,187.94793955056144,0.6802361962831112,0.75,34.47186522475892,8,0,29,12,4,7,0.5828325252238704,59.60663475349939
0.55,44.02224544909618,32,276.36453003188564,0.6055892735717903,0.4,7.230150365491334,2,4,33,8,2,5,0.9788644891083578,49.78831112674041
0.85,19.265153023025757,51,54.98800906782648,0.9846654944557015,0.75,38.8267130500807,5,2,54,12,2,4,0.8046574526397661,59.42593606212663
0.85,74.7120538390241,40,240.90581468980997,0.28881540629786784,0.4,18.562213957221022,19,4,40,18,3,9,0.32398289496856114,41.091262098385215
0.55,55.349991711214614,22,142.98215444624526,0.7861429818692648,0.75,40.492917689788655,8,2,29,10,1,7,0.6073715511246418,54.28087126037914
0.7,73.78890691110891,4,239.8537511886275,0.23463988831306115,0.75,47.814891206520635,14,1,8,1,2,1,0.8269895377969239,66.60622671852383
1.0,32.40491723171855,70,151.66234493198726,0.4356079775501729,0.75,13.506859769337556,8,2,81,38,3,6,0.6196554924124769,47.94126859967981
0.7,39.19944057715596,56,113.19833229066579,0.9753808739674118,0.95,43.01314125816055,4,2,69,23,7,0,0.4853606161260247,49.07248016509759
0.85,40.079380353410315,5,209.02230006289523,0.7661362960141526,0.4,38.90450713705299,15,0,11,3,3,6,0.501324301182821,62.00388128193499
0.7,12.316816877249458,48,270.1881883784692,0.31582125628355906,0.75,33.88806010982289,2,2,62,22,0,5,0.4936031566975325,37.062289828431446
0.35,40.69430855475612,21,96.07551911105432,0.6193692830919499,0.4,19.861106683484767,8,3,32,14,5,3,0.2159635806317044,47.8935608340696
0.55,82.29741161662302,76,138.22444049831154,0.049692083502774986,0.4,6.3832426767785355,16,2,77,17,2,2,0.7844769169341472,40.70591292102252
0.7,90.75686461747647,75,68.82018800895675,0.2663949166209697,0.4,24.71094456807642,2,2,79,24,7,8,0.6887070072799333,53.993828997769945
0.55,56.63964840723347,3,55.022839085205234,0.7183904896036145,0.75,6.177664859097036,6,1,11,3,4,5,0.4149420177063453,74.39406729570128
0.35,50.99515256972982,71,233.36704271765254,0.5700935695883249,0.75,25.507214117037933,6,2,79,35,0,5,0.7040186986084154,43.61737251374638
1.0,12.774215682943323,63,60.199235006532724,0.4696728529767723,0.95,41.19437026800291,5,0,64,27,1,0,0.44698350484634086,47.01077588266129
1.0,89.12839038268444,36,237.99545140033499,0.6908760600159631,0.4,49.88426858564719,19,1,49,15,5,4,0.3947050802358133,56.668810813845944
0.85,11.170919208328545,30,128.76511555207935,0.398458890819826,0.75,10.702426863162339,7,4,40,15,4,6,0.79292231039595,49.991688171318344
1.0,95.02750721891906,36,298.5146170223147,0.026156144532413106,0.95,11.185044075004098,3,3,37,11,4,3,0.8472876878576208,64.73845638076459
0.55,54.02946238192816,44,59.202425457386774,0.4410266235155673,0.4,40.73328326403439,14,3,48,17,3,1,0.7005669001484414,40.5471511100692
1.0,40.7741044217254,7,27.893397753847804,0.9021291922932616,0.75,23.983872982563284,5,4,9,4,7,8,0.8273173015983031,70.11036153175601
0.55,93.1796591358394,39,22.629920881048683,0.8566151283141212,0.75,45.87442520556221,15,2,51,18,2,5,0.4925600913003124,56.2922444219223
1.0,12.195189379908706,4,250.6254014172602,0.4089971854095129,0.75,38.680815641479505,4,0,4,1,3,8,0.2574430330793691,70.91580291921103
1.0,62.32824053821784,27,131.33289331750302,0.022221440760382682,0.75,37.08496047177942,11,0,37,15,3,7,0.6839084865830564,62.457262573120104
0.85,59.40392720494039,8,0.9373048942114881,0.6363072726203157,0.75,5.995731724078183,13,0,20,4,7,0,0.4047809992716282,71.15104860882656
1.0,29.738836109024387,1,262.4314087510008,0.7411944277828646,0.75,2.7579026935304136,5,0,15,6,2,1,0.821983477157475,72.43286395686025
0.85,48.59986882151895,62,263.07630207309137,0.29424357608427487,0.75,16.52137816333321,2,2,62,15,2,1,0.4864860441077669,47.86564612030149
0.7,68.70376053493932,50,241.92500220563727,0.4766639996195743,0.4,11.647619681598727,18,4,54,19,6,1,0.7365384311531311,44.57712480152153
0.7,75.44180771937347,30,74.49554490745275,0.9918567952477084,0.95,35.90313541049714,9,4,32,12,2,3,0.6422928936700156,65.51493496202666
0.85,10.064517283592181,6,111.82581602015192,0.5763430129815986,0.75,23.08595248413647,6,3,14,6,3,6,0.8539878304925661,57.7027576637835
0.55,94.31680870819137,29,223.4778675586451,0.3510749056615666,0.75,26.634172356817032,12,4,41,10,5,6,0.8658443373721965,55.98415003694864
0.85,24.807283515353117,57,146.80593762227556,0.6274888766401331,0.95,40.87333266072305,0,0,68,31,6,0,0.25463818958311846,51.034499798439626
1.0,31.022239080012326,2,46.147973017065745,0.1800223068640845,0.75,24.446729406519758,0,2,4,1,2,7,0.4360925261942125,70.62182271306858
0.55,33.71261011244634,50,72.83947935830172,0.19925237327458,0.4,27.701389719464558,16,1,52,11,2,3,0.896703310076367,41.14677984629179
0.85,13.403812289683177,55,291.7768610254672,0.9249247147140169,0.75,42.27369305399308,3,1,57,26,7,7,0.5231917037947327,47.267933509481274
1.0,21.07469112312924,72,45.30393522813186,0.2392000411693307,0.75,22.135454656068127,13,0,85,23,4,9,0.6118954747447389,45.704978490117746
1.0,98.77149306497458,9,217.82422700345654,0.3107893792157441,0.75,5.073208687766351,5,3,9,2,3,8,0.34667502961430197,70.0830249229586
1.0,38.36950636395575,60,143.40549199786167,0.5437772419697539,0.95,26.563555270056142,13,1,62,30,2,6,0.6421490141499506,47.96015792188994
0.85,20.37709813051444,49,224.5804978656479,0.8996926202776063,0.4,29.388722527409527,14,0,53,16,3,2,0.41169194563348266,38.41531846456359
1.0,19.6292135057161,46,198.33397234331792,0.7814488897190144,0.75,26.078043411336658,0,2,53,20,1,2,0.8633868624256189,57.7458398789981
0.85,74.75139709029747,0,131.75015716629778,0.04378392066987491,0.75,13.644426343687753,19,1,6,2,7,4,0.3601957716553672,65.6014322598172
0.55,86.91117976293768,56,106.17324740492013,0.6930296688983693,0.75,11.960813344354273,15,0,67,17,0,6,0.4878841655129522,51.6485591061729
0.7,33.12570695576229,37,226.30777630683764,0.5040614826839929,0.75,19.118062224660235,3,1,49,19,4,6,0.2760591859241721,47.648170404216756
0.85,11.881856110171148,61,96.94236187794793,0.47555284200238057,0.95,9.14520818668031,1,2,73,15,6,8,0.6703856665804615,46.898377119595935
0.55,30.078101660082023,78,236.33144402657052,0.6915583668255432,0.4,33.63516028441791,0,4,88,22,4,0,0.9535776514961554,38.32934713658834
0.85,15.08641217170816,69,203.95291989973558,0.1962320462190441,0.4,31.11907016270257,12,4,72,34,6,2,0.33852473111704595,28.630284148828366
0.85,19.305544296703737,64,173.30075106995068,0.9814886636617198,0.95,31.9873851682604,15,2,67,32,3,0,0.2157897356029456,41.77787399101788
0.55,48.83573078628781,61,110.6402654706892,0.645306530272449,0.75,12.015077163857121,7,2,75,25,7,5,0.5379705075136065,45.15584756026573
0.85,30.692653377546932,55,61.52440732991248,0.3656561746118562,0.95,13.079921695990318,3,4,66,16,2,9,0.7987321285951332,51.04502987186064
0.85,56.4351290672881,66,213.12594037219915,0.6002022080701612,0.75,39.58212269681876,1,2,69,22,6,6,0.9800805144414508,54.28270205731443
0.7,32.814437793147135,16,27.404768151174274,0.21647086328962029,0.4,34.81547685536725,12,2,23,10,3,1,0.241023254051058,52.28802584752372
0.35,94.64835709926528,7,291.1626768467279,0.6338418648549562,0.75,43.88381260920952,4,2,14,3,5,8,0.8287695096475969,63.32099102995338
0.35,91.5349571133638,59,293.6243743846463,0.028217140737797353,0.95,20.77178017106297,19,4,60,14,0,4,0.49493925812495826,34.20069930897593
0.7,61.01254945094194,39,39.0667847874416,0.3411819114083662,0.75,27.81906377278988,12,4,53,24,4,2,0.3229851979642603,45.09849153208549
1.0,41.89815927886475,61,31.18059689169067,0.7475168967475064,0.4,37.200107590590264,4,1,67,21,4,6,0.35384412536445,49.84508386260095
0.55,44.3032193831262,40,123.81501812490903,0.80797784911414,0.75,48.73359348259527,15,4,51,11,0,6,0.9391070099976662,45.064071352448245
0.85,47.066705483004725,11,289.10498167815064,0.25291941331396806,0.4,49.491958829439085,5,1,21,5,3,0,0.8474860279706748,68.53223955972527
0.55,75.48213899214497,53,120.09326976933389,0.5394094612799865,0.95,49.95959521143574,15,4,66,30,4,5,0.44938326160250147,43.58845535542748
0.7,50.647509596695414,10,109.14063252970045,0.528492889689118,0.75,44.63579767017551,12,3,21,7,7,2,0.95215221235885,65.20078719089128
1.0,87.10569518553076,59,211.07551769963138,0.42145604637678047,0.95,32.34289013771682,10,1,63,15,2,6,0.28420264471725754,53.09727681172558
0.85,94.9685307337328,67,53.619370978568114,0.22843298275297852,0.75,1.3415765886831852,0,2,68,31,3,4,0.4580291545863855,51.9523017401184
0.55,40.235153804104044,77,108.99704507212543,0.7032282332287728,0.75,35.27764440061005,3,3,89,40,2,3,0.722336935253111,48.12648522422013
0.7,60.46250332381121,45,87.39223388234633,0.25236168174551965,0.75,12.691376290710119,2,4,47,9,6,9,0.9995352611625388,53.998779965417405
0.35,18.5550883149308,37,180.46038678918785,0.9110257371566157,0.4,3.8011902182019437,17,4,47,17,5,6,0.5725133736723016,30.241453514038813
0.7,28.042214298972308,60,48.82586586424915,0.5285012911185026,0.95,35.16203701831167,15,3,66,18,5,6,0.8485719107361847,38.132029723817254
0.85,47.21191900391441,16,164.6103766818709,0.8704783373106219,0.4,38.04453543163347,12,0,21,7,5,7,0.9326927139729255,70.33345251342737
0.55,28.558244431160098,65,257.2639769810535,0.29074272080416397,0.75,33.31222288821973,12,2,70,19,1,4,0.2077027390650047,30.01885905873708
0.7,88.89044417098458,71,154.25116401228055,0.8070791562587321,0.75,18.89331940699656,6,1,82,24,0,3,0.4311525828176234,52.769916581946376
0.7,24.245763045318824,35,205.04898512942555,0.11366358489999251,0.95,26.039202079877043,14,3,41,15,5,0,0.2802878024227646,38.404433717937046
1.0,51.009473939778275,73,22.574405303379862,0.7668303420073934,0.4,46.812433722791624,14,1,78,28,4,3,0.8208481992344958,52.459488206956664
1.0,64.5129316413888,6,134.7016737741129,0.38694584992530223,0.75,36.750937332870166,4,4,16,5,0,9,0.6536403415150752,70.89823878351041
0.35,72.26775173447601,15,28.46795023075559,0.46999008881858684,0.75,25.729527441467457,16,0,16,3,0,0,0.27644795500047004,56.04719125559346
0.85,44.476243275385606,13,179.83850273599705,0.1668073202595728,0.75,30.079008445602536,10,0,20,9,2,6,0.536579500092011,57.31412787072453
0.7,88.21891618522557,79,84.31631135214555,0.01862768852439234,0.75,46.45649631897146,12,1,85,21,6,5,0.6111754977567332,49.45785931197209
0.7,61.148723597013294,24,86.17974929752438,0.6661974931282816,0.75,20.295343591214195,9,4,29,11,4,6,0.7582011543774925,63.38561352668763
0.85,49.55570024027966,3,23.030021143494217,0.5877182834004182,0.4,5.990342058818424,14,0,7,1,1,7,0.8235873885464815,68.73055502641914
1.0,16.051657064683297,28,93.07135843222032,0.6224281520696574,0.75,16.965485843450498,1,2,38,15,0,5,0.27029776155860036,56.73333493140289
1.0,51.82205216006485,55,152.0031531321292,0.2550017580269198,0.75,21.344810522078035,10,4,60,13,2,1,0.590116476587486,47.85801738616605
0.85,83.86622567341573,5,175.39803095152843,0.23927746288310603,0.95,14.375229623163925,10,3,18,4,5,1,0.3288987486970515,65.27198871454588
0.7,65.3086916399184,0,19.99966538274699,0.8302963112692476,0.75,26.919647857252464,0,3,2,0,2,8,0.8026044440528315,80.20096972439646
0.85,84.89462083562066,38,195.43775571482107,0.7612527525932331,0.75,15.938035882157788,7,3,39,11,5,5,0.7261350671276674,62.69327495341232
0.7,54.46105035393751,0,146.6627282260484,0.33679011584136065,0.4,6.055799683736747,16,2,8,2,6,5,0.7784007633057113,60.844681177493804
0.85,20.661553458503366,62,161.07240237427044,0.6378057159756804,0.75,10.215357166696485,7,4,62,14,4,0,0.2599954058369039,39.37644780850126
0.7,11.227586125229296,56,249.83900213033843,0.8281500041688139,0.95,45.98964808773382,12,1,57,14,3,7,0.608259690361187,38.245982055241974
0.85,37.2897592046732,66,102.66793359145997,0.8888294422179488,0.75,31.850185825942155,4,1,76,31,3,7,0.8724645228493664,53.17272958684676
0.55,72.81914243480132,64,52.215333409510414,0.005806260909242633,0.75,16.40112692538947,5,4,73,15,6,3,0.770673118836952,44.95178635406411
0.55,81.12339135475244,64,165.54305271208622,0.8134623931347242,0.75,18.978977712521555,19,2,73,17,1,6,0.8893983832227175,47.39929958164641
1.0,36.61775511582965,20,283.50657526057165,0.35039233424692584,0.75,25.17577539904223,13,4,20,5,6,8,0.36488362786975986,57.56997445226619
0.55,54.60885287949224,29,155.36088575433936,0.7183782847761766,0.75,33.98337164457255,16,1,36,7,7,0,0.4295205339255394,50.09781745575433
0.85,47.900701399067344,32,249.57365223585194,0.3714013645999996,0.4,29.52681460234473,15,4,35,8,5,4,0.5530232725483765,49.13360981552631
